Air_temperature,Process_temperature,HDF
298.8,308.4,0
298.7,308.4,0
298.7,308.4,0
298.8,308.4,0
298.8,308.5,0
298.7,308.5,0
298.7,308.6,0
298.8,308.6,0
298.8,308.6,0
298.8,308.6,0
298.7,308.5,0
298.6,308.4,0
298.6,308.4,0
298.6,308.4,0
298.5,308.4,0
298.5,308.4,0
298.4,308.4,0
298.3,308.3,0
298.4,308.3,0
298.4,308.3,0
298.4,308.2,0
298.4,308.2,0
298.4,308.2,0
298.4,308.2,0
298.4,308.2,0
298.4,308.1,0
298.4,308.2,0
298.4,308.2,0
298.4,308.2,0
298.4,308.2,0
298.3,308.1,0
298.3,308.1,0
298.4,308.2,0
298.5,308.3,0
298.5,308.4,0
298.4,308.2,0
298.4,308.3,0
298.4,308.3,0
298.4,308.3,0
298.4,308.2,0
298.2,308.1,0
298.1,308.0,0
298.2,308.0,0
298.2,308.1,0
298.2,308.1,0
298.2,308.1,0
298.2,308.2,0
298.2,308.2,0
298.2,308.3,0
298.2,308.3,0
298.2,308.3,0
298.1,308.2,0
298.1,308.2,0
298.2,308.2,0
298.2,308.2,0
298.1,308.3,0
298.2,308.4,0
298.3,308.5,0
298.3,308.4,0
298.2,308.4,0
298.2,308.4,0
298.2,308.4,0
298.2,308.4,0
298.2,308.5,0
298.3,308.5,0
298.3,308.6,0
298.4,308.6,0
298.4,308.7,0
298.4,308.6,0
298.4,308.6,0
298.3,308.5,0
298.4,308.5,0
298.4,308.5,0
298.4,308.5,0
298.5,308.6,0
298.5,308.7,0
298.4,308.7,0
298.4,308.6,0
298.4,308.6,0
298.4,308.7,0
298.5,308.7,0
298.4,308.7,0
298.4,308.7,0
298.3,308.6,0
298.3,308.6,0
298.3,308.6,0
298.3,308.5,0
298.3,308.6,0
298.3,308.5,0
298.3,308.5,0
298.4,308.5,0
298.4,308.6,0
298.4,308.6,0
298.3,308.6,0
298.3,308.5,0
298.3,308.4,0
298.3,308.5,0
298.3,308.5,0
298.3,308.5,0
298.3,308.6,0
298.3,308.4,0
298.2,308.4,0
298.2,308.4,0
298.2,308.4,0
298.1,308.3,0
298.1,308.3,0
298.0,308.1,0
297.9,308.1,0
298.0,308.2,0
298.0,308.1,0
298.0,308.1,0
298.0,308.2,0
298.0,308.2,0
298.0,308.2,0
297.9,308.1,0
297.9,308.1,0
298.0,308.2,0
298.0,308.3,0
298.0,308.3,0
298.0,308.3,0
298.0,308.2,0
298.0,308.2,0
298.0,308.2,0
298.0,308.2,0
298.0,308.2,0
298.1,308.3,0
298.0,308.0,0
298.1,308.2,0
298.1,308.2,0
298.2,308.3,0
298.1,308.2,0
298.1,308.2,0
298.0,308.1,0
298.1,308.2,0
298.0,308.1,0
298.0,308.1,0
297.9,308.0,0
297.9,308.0,0
298.0,308.0,0
298.0,308.0,0
298.1,308.1,0
298.1,308.1,0
298.1,308.0,0
298.1,308.0,0
298.0,308.0,0
298.0,307.9,0
298.0,308.0,0
298.0,308.0,0
298.0,308.1,0
298.1,308.1,0
298.1,308.0,0
298.1,308.1,0
298.2,308.2,0
298.2,308.3,0
298.2,308.3,0
298.2,308.3,0
298.2,308.3,0
298.2,308.4,0
298.1,308.4,0
298.1,308.4,0
298.0,308.3,0
298.1,308.4,0
298.1,308.5,0
298.1,308.5,0
298.1,308.6,0
298.0,308.5,0
298.0,308.5,0
297.9,308.5,0
297.8,308.3,0
297.8,308.4,0
297.7,308.4,0
297.8,308.4,0
297.8,308.4,0
297.8,308.4,0
297.8,308.4,0
297.8,308.4,0
297.8,308.4,0
297.9,308.5,0
297.9,308.5,0
298.0,308.6,0
298.0,308.6,0
297.9,308.6,0
298.0,308.6,0
297.9,308.5,0
297.9,308.4,0
297.8,308.4,0
297.8,308.4,0
297.8,308.4,0
297.8,308.4,0
297.8,308.4,0
297.8,308.4,0
297.8,308.5,0
297.8,308.5,0
297.8,308.5,0
297.8,308.5,0
297.7,308.5,0
297.7,308.5,0
297.6,308.4,0
297.7,308.5,0
297.6,308.4,0
297.6,308.4,0
297.6,308.3,0
297.5,308.2,0
297.5,308.1,0
297.4,308.1,0
297.6,308.2,0
297.6,308.3,0
297.5,308.2,0
297.5,308.2,0
297.4,308.1,0
297.4,308.2,0
297.4,308.2,0
297.5,308.3,0
297.5,308.2,0
297.5,308.3,0
297.5,308.3,0
297.5,308.3,0
297.6,308.3,0
297.6,308.3,0
297.6,308.3,0
297.6,308.4,0
297.6,308.4,0
297.5,308.3,0
297.6,308.3,0
297.6,308.3,0
297.6,308.4,0
297.6,308.4,0
297.6,308.3,0
297.6,308.3,0
297.5,308.3,0
297.5,308.3,0
297.6,308.3,0
297.6,308.3,0
297.6,308.4,0
297.6,308.4,0
297.6,308.5,0
297.6,308.4,0
297.5,308.4,0
297.5,308.4,0
297.5,308.3,0
297.5,308.4,0
297.4,308.3,0
297.4,308.3,0
297.4,308.3,0
297.4,308.2,0
297.4,308.2,0
297.4,308.2,0
297.3,308.2,0
297.3,308.2,0
297.5,308.3,0
297.5,308.5,0
297.5,308.5,0
297.5,308.6,0
297.5,308.5,0
297.6,308.6,0
297.6,308.7,0
297.7,308.7,0
297.6,308.7,0
297.6,308.7,0
297.6,308.7,0
297.6,308.6,0
297.6,308.5,0
297.5,308.4,0
297.5,308.4,0
297.4,308.3,0
297.4,308.3,0
297.4,308.3,0
297.4,308.3,0
297.4,308.4,0
297.4,308.5,0
297.5,308.5,0
297.4,308.6,0
297.3,308.6,0
297.3,308.6,0
297.3,308.5,0
297.4,308.6,0
297.4,308.5,0
297.4,308.6,0
297.4,308.6,0
297.5,308.6,0
297.5,308.7,0
297.5,308.6,0
297.4,308.4,0
297.4,308.4,0
297.5,308.4,0
297.4,308.5,0
297.4,308.4,0
297.4,308.4,0
297.3,308.3,0
297.3,308.3,0
297.3,308.3,0
297.3,308.3,0
297.3,308.3,0
297.3,308.4,0
297.3,308.4,0
297.4,308.5,0
297.5,308.5,0
297.6,308.6,0
297.5,308.6,0
297.5,308.6,0
297.5,308.5,0
297.6,308.5,0
297.6,308.5,0
297.5,308.5,0
297.4,308.3,0
297.3,308.3,0
297.3,308.3,0
297.4,308.4,0
297.4,308.3,0
297.4,308.5,0
297.5,308.5,0
297.4,308.5,0
297.4,308.5,0
297.4,308.4,0
297.5,308.6,0
297.5,308.6,0
297.6,308.7,0
297.5,308.6,0
297.6,308.7,0
297.6,308.7,0
297.5,308.6,0
297.4,308.6,0
297.4,308.7,0
297.4,308.7,0
297.4,308.7,0
297.3,308.7,0
297.4,308.6,0
297.3,308.6,0
297.4,308.6,0
297.3,308.6,0
297.4,308.7,0
297.4,308.7,0
297.4,308.7,0
297.3,308.6,0
297.3,308.6,0
297.2,308.5,0
297.2,308.5,0
297.3,308.7,0
297.3,308.8,0
297.3,308.8,0
297.3,308.8,0
297.4,309.0,0
297.4,309.0,0
297.4,309.1,0
297.4,309.1,0
297.4,309.0,0
297.4,309.0,0
297.4,309.0,0
297.4,308.9,0
297.4,309.0,0
297.3,309.0,0
297.3,309.0,0
297.4,309.0,0
297.4,309.0,0
297.4,309.0,0
297.4,309.1,0
297.4,309.1,0
297.4,309.2,0
297.5,309.2,0
297.4,309.2,0
297.4,309.2,0
297.5,309.3,0
297.5,309.3,0
297.6,309.4,0
297.5,309.3,0
297.5,309.2,0
297.4,309.0,0
297.5,309.1,0
297.5,309.1,0
297.5,309.2,0
297.6,309.3,0
297.6,309.2,0
297.6,309.2,0
297.6,309.3,0
297.6,309.3,0
297.6,309.3,0
297.8,309.4,0
297.7,309.3,0
297.6,309.3,0
297.5,309.3,0
297.5,309.3,0
297.5,309.2,0
297.4,309.2,0
297.4,309.2,0
297.5,309.2,0
297.5,309.3,0
297.5,309.4,0
297.6,309.5,0
297.7,309.5,0
297.6,309.5,0
297.5,309.4,0
297.5,309.5,0
297.4,309.4,0
297.4,309.4,0
297.4,309.4,0
297.6,309.5,0
297.6,309.6,0
297.5,309.5,0
297.6,309.5,0
297.6,309.5,0
297.6,309.5,0
297.5,309.4,0
297.5,309.3,0
297.5,309.3,0
297.4,309.3,0
297.4,309.3,0
297.4,309.3,0
297.4,309.3,0
297.4,309.3,0
297.4,309.4,0
297.4,309.4,0
297.5,309.4,0
297.5,309.3,0
297.5,309.4,0
297.6,309.4,0
297.5,309.4,0
297.5,309.4,0
297.4,309.3,0
297.4,309.2,0
297.4,309.2,0
297.4,309.2,0
297.4,309.3,0
297.4,309.3,0
297.5,309.4,0
297.4,309.4,0
297.5,309.4,0
297.5,309.4,0
297.5,309.4,0
297.5,309.4,0
297.5,309.4,0
297.5,309.4,0
297.6,309.5,0
297.7,309.6,0
297.6,309.6,0
297.7,309.7,0
297.6,309.7,0
297.7,309.7,0
297.8,309.7,0
297.7,309.6,0
297.7,309.7,0
297.8,309.8,0
297.8,309.9,0
297.9,309.9,0
297.9,310.0,0
297.9,309.9,0
297.7,309.7,0
297.7,309.7,0
297.8,309.8,0
297.8,309.7,0
297.8,309.8,0
297.8,309.7,0
297.8,309.7,0
297.7,309.6,0
297.6,309.6,0
297.6,309.5,0
297.6,309.6,0
297.6,309.5,0
297.6,309.4,0
297.6,309.4,0
297.5,309.4,0
297.5,309.3,0
297.5,309.5,0
297.5,309.6,0
297.6,309.6,0
297.6,309.6,0
297.6,309.6,0
297.6,309.6,0
297.7,309.6,0
297.7,309.7,0
297.8,309.7,0
297.9,309.7,0
297.9,309.8,0
297.9,309.8,0
297.9,309.9,0
297.9,309.8,0
297.9,309.8,0
298.0,309.9,0
298.0,309.9,0
298.1,309.9,0
298.1,310.0,0
298.1,310.0,0
298.1,309.9,0
298.1,309.9,0
298.0,309.9,0
298.1,309.9,0
298.1,309.9,0
298.1,310.0,0
298.2,310.0,0
298.3,310.0,0
298.3,310.1,0
298.3,310.1,0
298.4,310.2,0
298.4,310.1,0
298.3,310.1,0
298.3,310.1,0
298.4,310.1,0
298.4,310.1,0
298.4,310.1,0
298.3,310.1,0
298.3,310.0,0
298.4,310.0,0
298.3,310.0,0
298.3,310.0,0
298.3,309.9,0
298.3,310.0,0
298.3,309.9,0
298.2,309.7,0
298.0,309.6,0
298.0,309.6,0
297.9,309.6,0
297.9,309.5,0
297.8,309.4,0
297.8,309.4,0
297.7,309.4,0
297.7,309.4,0
297.7,309.4,0
297.7,309.3,0
297.7,309.3,0
297.7,309.2,0
297.6,309.2,0
297.6,309.1,0
297.7,309.2,0
297.8,309.3,0
297.8,309.2,0
297.7,309.1,0
297.7,309.1,0
297.7,309.2,0
297.7,309.1,0
297.6,309.1,0
297.7,309.2,0
297.6,309.0,0
297.6,308.9,0
297.5,308.9,0
297.5,308.9,0
297.5,308.9,0
297.5,309.0,0
297.5,308.9,0
297.5,308.9,0
297.5,308.9,0
297.6,309.0,0
297.5,308.9,0
297.6,308.9,0
297.6,308.9,0
297.8,309.0,0
297.8,309.1,0
297.9,309.2,0
297.9,309.2,0
297.8,309.2,0
297.8,309.2,0
297.8,309.1,0
297.7,309.0,0
297.8,309.0,0
297.7,309.0,0
297.7,309.0,0
297.7,309.0,0
297.7,309.0,0
297.7,309.0,0
297.6,309.0,0
297.6,309.0,0
297.6,309.0,0
297.7,309.1,0
297.7,309.1,0
297.7,309.1,0
297.6,309.1,0
297.6,309.0,0
297.6,309.0,0
297.6,308.8,0
297.6,308.8,0
297.5,308.7,0
297.6,308.8,0
297.7,308.8,0
297.7,308.9,0
297.7,308.9,0
297.7,308.9,0
297.7,309.0,0
297.8,309.0,0
297.7,308.9,0
297.6,308.8,0
297.6,308.8,0
297.5,308.7,0
297.5,308.7,0
297.5,308.7,0
297.4,308.6,0
297.4,308.6,0
297.4,308.6,0
297.4,308.6,0
297.4,308.7,0
297.5,308.8,0
297.4,308.8,0
297.4,308.9,0
297.5,308.9,0
297.5,308.9,0
297.4,308.9,0
297.5,308.9,0
297.4,308.8,0
297.4,308.8,0
297.3,308.6,0
297.4,308.7,0
297.3,308.6,0
297.3,308.6,0
297.3,308.6,0
297.2,308.6,0
297.1,308.4,0
297.0,308.4,0
296.9,308.4,0
296.9,308.3,0
296.9,308.3,0
296.8,308.3,0
296.9,308.4,0
296.9,308.4,0
296.9,308.3,0
296.8,308.2,0
296.8,308.2,0
296.7,308.1,0
296.7,308.0,0
296.8,308.1,0
296.8,308.1,0
296.7,308.1,0
296.6,308.0,0
296.7,308.0,0
296.8,308.1,0
296.9,308.1,0
296.8,308.0,0
296.9,308.1,0
296.8,308.1,0
296.8,308.0,0
296.9,308.1,0
296.8,308.0,0
296.7,307.8,0
296.7,307.8,0
296.7,307.8,0
296.7,307.8,0
296.7,307.8,0
296.8,307.9,0
296.9,308.0,0
296.8,308.0,0
296.9,308.0,0
296.9,308.0,0
296.9,308.0,0
296.8,308.0,0
296.8,308.0,0
296.8,308.0,0
296.8,308.0,0
296.8,307.9,0
296.7,307.8,0
296.7,307.8,0
296.7,307.8,0
296.7,308.0,0
296.8,308.0,0
296.9,308.0,0
296.8,308.0,0
296.8,307.9,0
296.7,307.9,0
296.7,307.9,0
296.9,308.0,0
296.9,308.1,0
296.9,308.1,0
296.9,308.1,0
296.9,308.0,0
296.8,307.9,0
296.8,307.9,0
296.8,307.8,0
296.8,307.9,0
296.9,307.9,0
296.9,307.8,0
296.9,307.9,0
296.8,307.7,0
296.9,307.8,0
297.0,307.8,0
297.0,307.9,0
296.9,307.8,0
296.9,307.8,0
296.9,307.8,0
296.9,307.8,0
297.0,307.9,0
297.0,307.9,0
297.0,307.7,0
296.9,307.7,0
296.9,307.6,0
296.9,307.7,0
296.8,307.6,0
296.8,307.6,0
296.8,307.6,0
296.8,307.5,0
296.8,307.5,0
296.8,307.6,0
296.8,307.6,0
296.8,307.6,0
296.8,307.6,0
296.7,307.6,0
296.7,307.6,0
296.7,307.6,0
296.6,307.5,0
296.6,307.4,0
296.6,307.3,0
296.5,307.2,0
296.5,307.3,0
296.5,307.3,0
296.5,307.3,0
296.6,307.4,0
296.6,307.4,0
296.6,307.4,0
296.6,307.4,0
296.6,307.4,0
296.7,307.4,0
296.6,307.4,0
296.6,307.4,0
296.6,307.4,0
296.5,307.4,0
296.6,307.5,0
296.6,307.5,0
296.6,307.5,0
296.6,307.5,0
296.5,307.5,0
296.3,307.3,0
296.4,307.4,0
296.4,307.4,0
296.3,307.4,0
296.4,307.4,0
296.3,307.3,0
296.2,307.2,0
296.3,307.3,0
296.3,307.3,0
296.3,307.3,0
296.1,307.2,0
296.1,307.1,0
296.1,307.1,0
296.2,307.0,0
296.2,307.0,0
296.1,306.9,0
296.1,306.9,0
296.1,306.8,0
296.0,306.7,0
296.0,306.7,0
295.9,306.6,0
295.9,306.6,0
295.9,306.5,0
295.8,306.5,0
295.8,306.5,0
295.8,306.4,0
295.8,306.4,0
295.8,306.4,0
295.9,306.4,0
295.9,306.4,0
295.8,306.3,0
295.7,306.3,0
295.6,306.2,0
295.7,306.3,0
295.8,306.3,0
295.8,306.3,0
295.7,306.2,0
295.7,306.2,0
295.7,306.3,0
295.8,306.4,0
295.7,306.2,0
295.7,306.2,0
295.7,306.2,0
295.6,306.1,0
295.6,306.1,0
295.6,306.0,0
295.7,306.1,0
295.7,306.1,0
295.7,306.2,0
295.6,306.2,0
295.6,306.2,0
295.5,306.1,0
295.6,306.2,0
295.6,306.2,0
295.6,306.2,0
295.6,306.2,0
295.6,306.1,0
295.6,306.1,0
295.7,306.2,0
295.7,306.2,0
295.6,306.1,0
295.6,306.1,0
295.6,306.1,0
295.5,306.1,0
295.5,306.0,0
295.5,306.0,0
295.6,306.1,0
295.6,306.0,0
295.5,306.0,0
295.4,305.9,0
295.4,305.8,0
295.3,305.8,0
295.3,305.7,0
295.3,305.7,0
295.4,305.8,0
295.5,305.9,0
295.5,305.9,0
295.5,305.9,0
295.5,306.0,0
295.5,306.0,0
295.6,306.1,0
295.6,306.1,0
295.6,306.0,0
295.6,306.0,0
295.6,306.0,0
295.5,305.9,0
295.5,305.9,0
295.6,306.0,0
295.5,306.0,0
295.5,306.0,0
295.5,306.0,0
295.6,306.1,0
295.6,306.2,0
295.6,306.2,0
295.5,306.1,0
295.6,306.2,0
295.6,306.2,0
295.7,306.3,0
295.6,306.2,0
295.7,306.3,0
295.7,306.3,0
295.6,306.2,0
295.6,306.2,0
295.6,306.3,0
295.6,306.3,0
295.6,306.2,0
295.6,306.3,0
295.5,306.2,0
295.5,306.1,0
295.6,306.2,0
295.6,306.3,0
295.6,306.2,0
295.7,306.4,0
295.8,306.4,0
295.8,306.5,0
295.8,306.5,0
295.8,306.5,0
295.8,306.6,0
295.8,306.6,0
295.7,306.5,0
295.8,306.6,0
295.8,306.5,0
295.9,306.6,0
295.9,306.7,0
295.9,306.6,0
295.8,306.5,0
295.9,306.6,0
295.8,306.6,0
295.9,306.6,0
296.0,306.6,0
296.0,306.6,0
296.0,306.6,0
296.0,306.7,0
296.2,306.8,0
296.2,306.8,0
296.1,306.7,0
296.2,306.8,0
296.2,306.9,0
296.2,306.9,0
296.3,307.1,0
296.4,307.2,0
296.4,307.1,0
296.3,307.1,0
296.3,307.1,0
296.2,307.0,0
296.2,307.0,0
296.1,307.0,0
296.1,307.1,0
296.1,307.1,0
296.2,307.2,0
296.3,307.3,0
296.3,307.2,0
296.3,307.2,0
296.4,307.2,0
296.3,307.1,0
296.3,307.1,0
296.3,307.1,0
296.3,307.2,0
296.2,307.1,0
296.3,307.2,0
296.2,307.2,0
296.2,307.1,0
296.2,307.2,0
296.2,307.1,0
296.2,307.2,0
296.2,307.2,0
296.2,307.3,0
296.1,307.1,0
296.1,307.2,0
296.2,307.2,0
296.2,307.2,0
296.3,307.2,0
296.3,307.2,0
296.3,307.2,0
296.3,307.3,0
296.3,307.3,0
296.3,307.2,0
296.2,307.2,0
296.2,307.3,0
296.2,307.3,0
296.2,307.3,0
296.4,307.4,0
296.3,307.4,0
296.3,307.4,0
296.2,307.3,0
296.3,307.4,0
296.4,307.5,0
296.3,307.4,0
296.4,307.5,0
296.3,307.4,0
296.4,307.4,0
296.4,307.5,0
296.4,307.5,0
296.6,307.6,0
296.7,307.7,0
296.7,307.7,0
296.6,307.6,0
296.6,307.6,0
296.5,307.6,0
296.5,307.6,0
296.4,307.5,0
296.4,307.5,0
296.6,307.7,0
296.5,307.6,0
296.5,307.6,0
296.6,307.6,0
296.6,307.7,0
296.7,307.7,0
296.7,307.7,0
296.8,307.8,0
296.8,307.8,0
296.8,307.8,0
296.8,307.8,0
296.7,307.8,0
296.7,307.9,0
296.7,307.9,0
296.7,307.9,0
296.8,307.9,0
296.8,307.8,0
296.8,307.9,0
296.8,307.9,0
296.9,307.8,0
296.9,307.8,0
296.8,307.8,0
296.9,307.8,0
296.9,307.8,0
296.9,307.8,0
297.0,307.9,0
297.0,307.8,0
297.0,307.9,0
296.9,307.8,0
296.9,307.7,0
296.8,307.6,0
296.9,307.7,0
297.0,307.7,0
297.0,307.8,0
297.0,307.8,0
297.1,307.9,0
297.0,307.8,0
297.0,307.7,0
297.0,307.8,0
297.0,307.9,0
296.9,307.8,0
296.9,307.8,0
296.9,307.7,0
296.9,307.7,0
297.0,307.7,0
296.9,307.6,0
296.8,307.5,0
296.9,307.5,0
296.9,307.5,0
297.0,307.6,0
296.9,307.5,0
296.9,307.4,0
296.8,307.4,0
296.8,307.5,0
296.7,307.5,0
296.8,307.5,0
296.7,307.4,0
296.6,307.4,0
296.6,307.5,0
296.7,307.6,0
296.7,307.5,0
296.6,307.4,0
296.6,307.5,0
296.5,307.4,0
296.5,307.4,0
296.5,307.4,0
296.6,307.4,0
296.4,307.3,0
296.4,307.3,0
296.4,307.3,0
296.5,307.4,0
296.5,307.5,0
296.5,307.5,0
296.6,307.7,0
296.6,307.6,0
296.5,307.6,0
296.6,307.7,0
296.7,307.8,0
296.7,307.8,0
296.8,307.9,0
296.7,307.8,0
296.8,307.9,0
296.7,307.9,0
296.8,307.9,0
296.8,307.9,0
296.8,307.9,0
296.8,307.9,0
296.9,307.8,0
296.9,307.9,0
296.9,307.8,0
296.9,307.8,0
296.9,307.9,0
297.0,307.9,0
296.9,307.9,0
297.0,307.9,0
296.9,307.9,0
297.0,307.9,0
297.0,307.9,0
297.0,307.8,0
297.0,307.9,0
297.1,308.0,0
297.1,308.0,0
297.2,308.1,0
297.1,307.9,0
297.0,307.9,0
297.1,307.9,0
297.0,307.9,0
296.9,307.9,0
297.0,307.9,0
297.0,307.8,0
297.0,307.8,0
297.0,307.9,0
297.0,307.8,0
297.0,307.7,0
297.0,307.8,0
296.9,307.8,0
296.9,307.9,0
297.1,308.1,0
297.1,308.1,0
297.1,308.1,0
297.0,308.1,0
297.1,308.1,0
297.0,308.1,0
297.1,308.1,0
297.0,308.1,0
297.1,308.1,0
297.1,308.0,0
297.1,308.1,0
297.2,308.3,0
297.2,308.3,0
297.2,308.3,0
297.3,308.5,0
297.3,308.4,0
297.3,308.4,0
297.2,308.3,0
297.3,308.3,0
297.3,308.4,0
297.3,308.5,0
297.3,308.4,0
297.3,308.4,0
297.4,308.6,0
297.3,308.4,0
297.2,308.3,0
297.2,308.4,0
297.2,308.3,0
297.2,308.3,0
297.1,308.2,0
297.0,308.1,0
297.0,308.0,0
297.0,307.9,0
296.9,307.9,0
296.9,307.9,0
296.9,307.9,0
296.9,308.0,0
296.9,308.0,0
297.0,308.1,0
297.0,308.1,0
296.9,308.0,0
296.8,308.0,0
296.9,308.0,0
297.0,308.1,0
297.0,308.1,0
297.0,308.1,0
297.0,308.1,0
296.9,308.0,0
296.9,307.9,0
296.8,307.8,0
296.8,307.8,0
296.8,307.9,0
296.9,308.0,0
297.0,308.1,0
297.0,308.2,0
296.9,308.1,0
297.0,308.2,0
297.0,308.3,0
297.0,308.3,0
297.0,308.3,0
297.1,308.3,0
297.1,308.3,0
297.1,308.4,0
297.1,308.4,0
297.1,308.4,0
297.1,308.4,0
297.1,308.4,0
297.2,308.5,0
297.2,308.6,0
297.2,308.5,0
297.2,308.5,0
297.1,308.4,0
297.1,308.4,0
297.1,308.4,0
297.1,308.4,0
297.2,308.5,0
297.2,308.6,0
297.1,308.5,0
297.1,308.4,0
297.1,308.4,0
297.1,308.4,0
297.1,308.4,0
297.2,308.5,0
297.2,308.5,0
297.2,308.6,0
297.3,308.7,0
297.3,308.7,0
297.4,308.8,0
297.5,308.8,0
297.5,308.8,0
297.5,308.8,0
297.5,308.9,0
297.5,308.9,0
297.5,308.9,0
297.5,308.9,0
297.5,308.9,0
297.6,309.0,0
297.6,309.0,0
297.8,309.2,0
297.8,309.2,0
297.8,309.3,0
297.9,309.4,0
298.0,309.6,0
298.1,309.6,0
298.0,309.5,0
298.1,309.5,0
298.0,309.4,0
298.0,309.4,0
298.0,309.4,0
298.1,309.4,0
298.1,309.5,0
298.1,309.4,0
298.2,309.4,0
298.2,309.4,0
298.2,309.4,0
298.3,309.6,0
298.3,309.5,0
298.3,309.5,0
298.3,309.4,0
298.3,309.4,0
298.4,309.5,0
298.5,309.6,0
298.5,309.6,0
298.5,309.6,0
298.5,309.6,0
298.6,309.7,0
298.6,309.7,0
298.6,309.7,0
298.7,309.7,0
298.7,309.8,0
298.8,309.9,0
298.7,309.8,0
298.7,309.9,0
298.8,309.9,0
298.7,309.8,0
298.7,309.9,0
298.7,309.8,0
298.7,309.9,0
298.6,309.8,0
298.7,309.9,0
298.8,310.0,0
298.8,310.0,0
298.8,310.0,0
298.8,310.0,0
298.9,310.1,0
298.9,310.2,0
298.9,310.2,0
298.9,310.1,0
298.9,310.1,0
298.9,310.2,0
299.0,310.3,0
299.0,310.3,0
299.0,310.3,0
299.0,310.3,0
299.0,310.3,0
299.0,310.3,0
299.0,310.3,0
298.9,310.2,0
298.9,310.1,0
298.9,310.1,0
298.8,310.1,0
298.8,310.1,0
298.9,310.2,0
298.8,310.2,0
298.8,310.1,0
298.8,310.2,0
298.9,310.2,0
298.9,310.2,0
299.0,310.3,0
299.0,310.3,0
299.0,310.4,0
299.0,310.4,0
298.9,310.3,0
298.7,310.2,0
298.6,310.1,0
298.6,310.2,0
298.6,310.2,0
298.6,310.2,0
298.6,310.1,0
298.5,310.2,0
298.5,310.1,0
298.5,310.0,0
298.6,310.1,0
298.7,310.2,0
298.7,310.2,0
298.7,310.2,0
298.7,310.2,0
298.7,310.2,0
298.7,310.2,0
298.6,310.1,0
298.6,310.0,0
298.6,310.0,0
298.6,309.9,0
298.6,309.9,0
298.7,310.1,0
298.7,310.2,0
298.8,310.2,0
298.6,310.1,0
298.6,310.0,0
298.7,310.1,0
298.7,310.2,0
298.7,310.1,0
298.7,310.1,0
298.8,310.2,0
298.8,310.3,0
298.7,310.3,0
298.7,310.3,0
298.7,310.3,0
298.8,310.3,0
298.8,310.3,0
298.8,310.3,0
298.8,310.3,0
298.8,310.2,0
298.8,310.2,0
298.8,310.2,0
298.7,310.1,0
298.7,310.1,0
298.8,310.2,0
298.8,310.1,0
298.9,310.2,0
298.9,310.3,0
298.9,310.2,0
298.9,310.2,0
298.9,310.1,0
298.9,310.1,0
298.9,310.2,0
298.9,310.2,0
298.9,310.2,0
299.0,310.3,0
299.1,310.4,0
299.1,310.4,0
299.1,310.4,0
